song_popularity;song_duration_ms;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;audio_mode;speechiness;tempo;time_signature;audio_valence
19.00;229162.00;0.591;0.276;0.28300000000000003;0.000138;5.00;0.0792;-8588.00;0.00;0.0378;172942.00;4.00;0.222
71.00;179423.00;0.71;0.6459999999999999;0.648;0.00316;3.00;0.10800000000000001;-8602.00;1.00;0.0372;7500400000000000.00;4.00;0.466
17.00;195074.00;0.11800000000000001;0.5920000000000001;0.588;0.0;10.00;0.138;-4889000000000000.00;1.00;0.0405;8199700000000000.00;4.00;0.336
24.00;223831.00;0.0716;0.677;0.622;4.32e-06;8.00;0.179;-8308.00;0.00;0.1;114914.00;4.00;0.195
0.00;193866.00;0.0037;0.6940000000000001;0.8640000000000001;2.19e-06;5.00;0.115;-7.49;0.00;0.042;10501300000000000.00;4.00;0.498
30.00;236525.00;0.902;0.5760000000000001;0.29100000000000004;0.0;10.00;0.10300000000000001;-78260000000000000.00;1.00;0.0302;67887.00;4.00;0.28300000000000003
3.00;198722.00;0.0402;0.5429999999999999;0.7290000000000001;0.0;0.00;0.10099999999999999;-5142.00;1.00;0.13699999999999998;8211200000000000.00;4.00;0.252
10.00;210967.00;0.0469;0.684;0.818;3.39e-06;4.00;0.11900000000000001;-4477.00;0.00;0.128;12393800000000000.00;4.00;0.336
38.00;164704.00;0.727;0.59;0.259;1.13e-06;11.00;0.114;-12309000000000000.00;1.00;0.0417;180148.00;4.00;0.46399999999999997
48.00;231214.00;0.7440000000000001;0.15;0.17300000000000001;0.000531;5.00;0.0685;-15.79;1.00;0.0298;76138.00;5.00;0.0735
18.00;199840.00;0.057;0.479;0.915;0.000367;0.00;0.284;-29420000000000000.00;1.00;0.0755;152016.00;4.00;0.375
40.00;172705.00;0.0921;0.8540000000000001;0.805;5.18e-05;1.00;0.114;-5796.00;1.00;0.24;156011.00;4.00;0.8140000000000001
8.00;173447.00;0.23199999999999998;0.47700000000000004;0.8190000000000001;0.0;4.00;0.182;-5002.00;0.00;0.32899999999999996;80273.00;4.00;0.32799999999999996
20.00;188239.00;0.8320000000000001;0.516;0.434;0.00228;8.00;0.332;-7895.00;1.00;0.0555;92.81;4.00;0.43200000000000005
29.00;175805.00;0.408;0.82;0.6920000000000001;0.0;3.00;0.0929;-6164.00;1.00;0.11;105131.00;4.00;0.7390000000000001
0.00;239824.00;0.873;0.579;0.473;0.0;9.00;0.142;-6.34;0.00;0.0329;95941.00;4.00;0.21100000000000002
52.00;181293.00;0.0165;0.57;0.784;0.0;9.00;0.113;-8113.00;1.00;0.0429;11436200000000000.00;4.00;0.24600000000000002
54.00;184417.00;0.023;0.5589999999999999;0.914;0.0;4.00;0.365;-6869.00;0.00;0.0739;80995.00;4.00;0.772
23.00;214959.00;0.965;0.6509999999999999;0.29100000000000004;0.655;0.00;0.0954;-16103000000000000.00;1.00;0.0491;99014.00;4.00;0.511
16.00;278133.00;0.00434;0.586;0.895;0.0;6.00;0.37;-5223.00;0.00;0.11699999999999999;12799800000000000.00;4.00;0.312
4.00;188676.00;0.851;0.611;0.32799999999999996;8.16e-06;6.00;0.109;-8.43;1.00;0.0368;137132.00;4.00;0.214
0.00;151062.00;0.45399999999999996;0.6509999999999999;0.573;0.0;1.00;0.155;-9468.00;1.00;0.315;78219.00;4.00;0.605
28.00;232640.00;0.000285;0.53;0.988;0.0;7.00;0.222;-2406.00;1.00;0.121;101.28;3.00;0.521
8.00;255880.00;0.000886;0.34299999999999997;0.8270000000000001;1.08e-06;0.00;0.315;-6327000000000000.00;1.00;0.0377;89397.00;4.00;0.541
6.00;334263.00;0.711;0.595;0.718;0.0;11.00;0.157;-45890000000000000.00;0.00;0.396;84615.00;4.00;0.599
27.00;176024.00;0.527;0.564;0.41200000000000003;0.0;7.00;0.11900000000000001;-8289.00;1.00;0.0421;153849.00;4.00;0.363
46.00;226733.00;0.396;0.6890000000000001;0.365;0.00386;8.00;0.107;-10912.00;0.00;0.0733;163985.00;4.00;0.285
36.00;243252.00;0.466;0.813;0.593;0.0;1.00;0.185;-8604.00;1.00;0.17600000000000002;74982.00;4.00;0.626
5.00;197000.00;0.249;0.6559999999999999;0.7;0.0;4.00;0.221;-7176.00;0.00;0.0431;100.01;4.00;0.293
2.00;209631.00;0.314;0.532;0.768;0.0;3.00;0.0733;-4139000000000000.00;0.00;0.087;175983.00;4.00;0.762
23.00;183022.00;0.574;0.5870000000000001;0.177;55400000000.00;1.00;0.09699999999999999;-12522.00;1.00;0.0647;75039.00;4.00;0.125
4.00;210946.00;0.0615;0.715;0.616;0.0;9.00;0.10800000000000001;-5468.00;1.00;0.0365;128071.00;4.00;0.524
1.00;207111.00;0.155;0.574;0.6890000000000001;0.0;11.00;0.14;-65120000000000000.00;1.00;0.0568;8820700000000000.00;4.00;0.664
21.00;202960.00;0.897;0.475;0.532;0.14400000000000002;7.00;0.10099999999999999;-7519.00;1.00;0.0337;72475.00;4.00;0.121
27.00;184004.00;0.428;0.7929999999999999;0.488;0.0;2.00;0.0823;-5807.00;0.00;0.0462;133957.00;4.00;0.5
9.00;188041.00;0.000308;0.285;0.977;0.483;7.00;0.252;-5.93;1.00;0.0919;92985.00;4.00;0.575
33.00;195720.00;0.19399999999999998;0.708;0.802;3.54e-05;10.00;0.0572;-4163.00;1.00;0.0578;156.12;4.00;0.856
10.00;188906.00;0.345;0.593;0.294;203000000000.00;1.00;0.287;-10072000000000000.00;0.00;0.0499;11384700000000000.00;4.00;0.152
5.00;229692.00;0.0911;0.301;0.9079999999999999;4.68e-05;10.00;0.113;-2945.00;1.00;0.0452;12473200000000000.00;4.00;0.47100000000000003
15.00;202907.00;532000000000.00;0.5579999999999999;0.953;0.000375;7.00;0.062;-4705.00;1.00;0.0288;95.0;4.00;0.75
1.00;248853.00;0.483;0.396;0.23800000000000002;0.0011;0.00;0.0894;-15045.00;1.00;0.0311;74714.00;4.00;0.0755
40.00;198965.00;0.0236;0.494;0.496;0.0;0.00;0.0569;-11.2;0.00;0.142;88176.00;4.00;0.377
36.00;291931.00;0.182;0.633;0.612;0.239;2.00;0.138;-9103.00;1.00;0.10099999999999999;105988.00;4.00;0.0977
41.00;249040.00;0.00439;0.643;0.905;0.0;11.00;0.253;-3263.00;0.00;0.0335;114117.00;4.00;0.265
6.00;199075.00;0.00197;0.642;0.6859999999999999;0.0;11.00;0.0995;-7649.00;1.00;0.0288;76002.00;4.00;0.325
0.00;222489.00;3.86e-05;0.387;0.924;0.0008029999999999999;1.00;0.461;-5228.00;1.00;0.0912;154016.00;4.00;0.509
8.00;196225.00;0.369;0.722;0.635;0.0;9.00;0.29100000000000004;-5465.00;0.00;0.146;10001900000000000.00;4.00;0.431
0.00;150466.00;0.0328;0.643;0.695;0.0;9.00;0.0791;-7008000000000000.00;1.00;0.0387;119978.00;4.00;0.579
5.00;189440.00;0.732;0.67;0.289;0.000367;0.00;0.131;-6888.00;1.00;0.0688;64.12;4.00;0.387
19.00;200959.00;0.733;0.93;0.519;0.223;8.00;0.142;-9864000000000000.00;1.00;0.0543;124008.00;4.00;0.74
18.00;234500.00;0.247;0.805;0.473;0.43;7.00;0.128;-11013.00;0.00;0.114;122012.00;4.00;0.226
20.00;247760.00;0.00491;0.645;0.754;0.185;5.00;0.385;-4.91;1.00;0.0264;142014.00;4.00;0.721
35.00;199243.00;0.45899999999999996;0.677;0.843;0.0;9.00;0.0803;-6144.00;0.00;0.0393;95007.00;4.00;0.961
37.00;191841.00;0.386;0.7490000000000001;0.779;0.0;5.00;0.0911;-4272.00;1.00;0.0306;144.09;4.00;0.961
37.00;188174.00;0.23;0.7290000000000001;0.6;0.0;7.00;0.14400000000000002;-5602.00;1.00;0.0583;165045.00;3.00;0.8809999999999999
34.00;233313.00;0.589;0.5710000000000001;0.759;0.00027400000000000005;9.00;0.314;-6.18;1.00;0.0402;10603400000000000.00;4.00;0.633
45.00;231983.00;0.21600000000000003;0.7070000000000001;0.89;5.71e-06;0.00;0.325;-4363.00;1.00;0.0265;13002700000000000.00;4.00;0.96
31.00;202475.00;0.502;0.696;0.721;7.21e-06;7.00;0.18600000000000003;-6.38;1.00;0.0527;106896.00;4.00;0.922
36.00;195106.00;0.0597;0.637;0.45;0.0;7.00;0.11900000000000001;-7539.00;1.00;0.0307;114898.00;4.00;0.48200000000000004
34.00;221401.00;0.0449;0.594;0.626;0.00015900000000000002;5.00;0.18100000000000002;-7022.00;1.00;0.0611;198037.00;4.00;0.721
52.00;211280.00;0.192;0.687;0.629;0.0;9.00;0.105;-6077000000000000.00;1.00;0.0298;136987.00;4.00;0.5429999999999999
30.00;290125.00;0.552;0.32899999999999996;0.316;0.0;7.00;0.126;-10123.00;1.00;0.0273;92.34;4.00;0.327
27.00;223700.00;0.594;0.7390000000000001;0.83;2.98e-05;5.00;0.135;-3109.00;0.00;0.0397;92711.00;4.00;0.841
28.00;179290.00;0.366;0.7340000000000001;0.8420000000000001;232000000000.00;8.00;0.054000000000000006;-4117.00;1.00;0.0693;172044.00;4.00;0.965
26.00;212301.00;0.065;0.436;0.785;0.0;11.00;0.318;-5463000000000000.00;0.00;0.0481;17590200000000000.00;4.00;0.69
25.00;217386.00;0.619;0.47700000000000004;0.718;0.0;8.00;0.0702;-4126.00;0.00;0.0339;10293800000000000.00;4.00;0.534
25.00;258000.00;0.106;0.645;0.698;0.0;11.00;0.256;-5455.00;0.00;0.0228;10348100000000000.00;4.00;0.7659999999999999
25.00;221828.00;0.41100000000000003;0.752;0.603;0.0;2.00;0.0985;-6182.00;0.00;0.0439;143974.00;4.00;0.885
26.00;233613.00;0.299;0.511;0.7240000000000001;0.0;3.00;0.322;-7412000000000000.00;1.00;0.0287;8998900000000000.00;4.00;0.7909999999999999
24.00;188264.00;0.138;0.792;0.711;0.0;10.00;0.0746;-8.33;1.00;0.0353;10345300000000000.00;4.00;0.966
24.00;184320.00;0.293;0.38799999999999996;0.851;0.00212;0.00;0.299;-1865.00;1.00;0.076;195.9;4.00;0.696
9.00;210880.00;0.264;0.745;0.6990000000000001;3.32e-05;8.00;0.0821;-54110000000000000.00;1.00;0.0505;99811.00;4.00;0.841
25.00;204000.00;0.00596;0.794;0.748;0.0;8.00;0.0769;-5841.00;1.00;0.0469;100039.00;4.00;0.769
23.00;252562.00;0.48200000000000004;0.618;0.7909999999999999;0.0;5.00;0.17;-4404.00;1.00;0.0419;13990200000000000.00;4.00;0.677
29.00;196746.00;0.64;0.705;0.657;0.0;0.00;0.081;-8064.00;0.00;0.0491;97464.00;4.00;0.909
27.00;212712.00;0.264;0.589;0.6629999999999999;0.0;2.00;0.221;-5973.00;1.00;0.0881;78829.00;3.00;0.927
25.00;217461.00;0.135;0.625;0.674;0.0;9.00;0.0478;-5271.00;1.00;0.0362;145.88;4.00;0.866
26.00;277706.00;0.389;0.78;0.535;6.87e-05;8.00;0.0424;-7984.00;1.00;0.0291;10485600000000000.00;4.00;0.889
23.00;202527.00;0.395;0.5479999999999999;0.7859999999999999;0.0;0.00;0.11800000000000001;-7093.00;1.00;0.034;102083.00;4.00;0.7
0.00;234920.00;0.159;0.693;0.6409999999999999;0.0;0.00;0.0632;-61130000000000000.00;1.00;0.0308;95973.00;4.00;0.904
22.00;248453.00;0.479;0.425;0.5720000000000001;119000000000.00;9.00;0.235;-5088.00;1.00;0.0294;175.73;4.00;0.721
27.00;222474.00;0.6759999999999999;0.703;0.292;1.94e-06;4.00;0.159;-9473000000000000.00;1.00;0.0345;71.38;3.00;0.48700000000000004
21.00;153025.00;0.278;0.602;0.7040000000000001;0.0;1.00;0.099;-4369.00;1.00;0.0342;10496800000000000.00;4.00;0.541
21.00;204043.00;0.165;0.5589999999999999;0.644;3.98e-06;0.00;0.297;-6189.00;1.00;0.0306;10497200000000000.00;4.00;0.495
35.00;213517.00;0.248;0.626;0.785;1.82e-06;9.00;0.159;-4756.00;1.00;0.0329;131863.00;4.00;0.762
22.00;197094.00;0.239;0.33799999999999997;0.7490000000000001;2.03e-06;2.00;0.259;-5777.00;1.00;0.0828;203725.00;4.00;0.64
24.00;208016.00;0.565;0.534;0.73;1.51e-06;4.00;0.312;-47780000000000000.00;1.00;0.0588;169856.00;4.00;0.731
24.00;232849.00;0.0509;0.503;0.722;0.0;2.00;0.294;-6593.00;1.00;0.165;179896.00;4.00;0.513
22.00;231346.00;0.25;0.8109999999999999;0.8740000000000001;277000000000.00;5.00;0.295;-6213000000000000.00;1.00;0.0327;113979.00;4.00;0.96
23.00;209280.00;0.35200000000000004;0.239;0.773;3.05e-06;10.00;0.15;-4075.00;1.00;0.0557;20392700000000000.00;4.00;0.755
22.00;229980.00;0.239;0.59;0.852;1.98e-06;7.00;0.134;-5383000000000000.00;1.00;0.17300000000000001;159.76;4.00;0.831
24.00;208409.00;0.39899999999999997;0.6659999999999999;0.642;0.0;2.00;0.3;-6683.00;1.00;0.0313;149901.00;4.00;0.774
23.00;239133.00;0.54;0.493;0.768;4.93e-05;9.00;0.278;-6234.00;1.00;0.0339;17393400000000000.00;4.00;0.87
23.00;233619.00;0.106;0.535;0.655;0.0;7.00;0.21100000000000002;-9079.00;1.00;0.0641;87876.00;4.00;0.557
21.00;228266.00;0.222;0.512;0.7879999999999999;0.0;7.00;0.124;-3458.00;0.00;0.0323;147759.00;4.00;0.591
20.00;208223.00;0.639;0.5670000000000001;0.631;4.51e-06;8.00;0.0655;-9173.00;1.00;0.0353;8803400000000000.00;4.00;0.382
20.00;227226.00;0.39899999999999997;0.645;0.7340000000000001;0.00044699999999999997;5.00;0.0512;-5832000000000000.00;0.00;0.0469;10615900000000000.00;4.00;0.6609999999999999
19.00;230011.00;0.0671;0.6779999999999999;0.5539999999999999;0.0;5.00;0.147;-8032.00;0.00;0.0291;104946.00;4.00;0.51
21.00;210849.00;0.175;0.7120000000000001;0.8109999999999999;2.67e-06;11.00;0.126;-4.97;0.00;0.0267;14000800000000000.00;4.00;0.782
19.00;216764.00;0.42200000000000004;0.604;0.597;1.75e-06;0.00;0.0582;-7364.00;1.00;0.03;102.02;4.00;0.515
19.00;210809.00;0.0927;0.581;0.747;0.0;10.00;0.10300000000000001;-6144.00;1.00;0.0318;18812100000000000.00;4.00;0.856
22.00;210114.00;0.41600000000000004;0.40299999999999997;0.843;5.9e-05;7.00;0.282;-29760000000000000.00;1.00;0.0435;20200400000000000.00;4.00;0.778
56.00;285147.00;0.0030600000000000002;0.777;0.636;0.28800000000000003;11.00;0.0352;-8634.00;0.00;0.0541;126005.00;4.00;0.604
53.00;185946.00;0.00436;0.64;0.49700000000000005;0.0;10.00;0.0858;-7111000000000000.00;0.00;0.355;139924.00;4.00;0.424
2.00;167000.00;0.129;0.768;0.7020000000000001;0.742;9.00;0.051;-5446000000000000.00;0.00;0.0509;12990200000000000.00;4.00;0.168
27.00;97741.00;0.0591;0.706;0.648;0.909;10.00;0.33399999999999996;-6419.00;1.00;0.0975;16527700000000000.00;4.00;0.624
40.00;189029.00;0.0178;0.5479999999999999;0.701;1.34e-05;11.00;0.134;-4862.00;0.00;0.0914;10423700000000000.00;4.00;0.309
54.00;184680.00;0.00419;0.792;0.9059999999999999;0.586;1.00;0.061;-1538.00;1.00;0.0592;126016.00;4.00;0.47100000000000003
0.00;143505.00;0.0266;0.754;0.645;0.171;7.00;0.153;-78020000000000000.00;0.00;0.067;9696600000000000.00;4.00;0.43
13.00;219333.00;0.11199999999999999;0.804;0.884;0.0;1.00;0.332;-4166.00;1.00;0.289;140046.00;4.00;0.6990000000000001
37.00;203673.00;0.33299999999999996;0.637;0.9279999999999999;0.0030600000000000002;7.00;0.614;-4795.00;1.00;0.341;136.0;4.00;0.5920000000000001
14.00;154146.00;0.000633;0.78;0.887;0.745;2.00;0.272;-33510000000000000.00;1.00;0.0582;122995.00;4.00;0.126
27.00;166973.00;0.012;0.635;0.573;0.00301;8.00;0.7559999999999999;-5417000000000000.00;1.00;0.0758;92046.00;4.00;0.22399999999999998
10.00;208484.00;0.612;0.6970000000000001;0.907;0.282;3.00;0.0624;-5.13;1.00;0.092;9895300000000000.00;4.00;0.542
56.00;214066.00;0.0174;0.47600000000000003;0.938;0.00011100000000000001;1.00;0.384;-1446.00;0.00;0.23399999999999999;105264.00;4.00;0.258
47.00;281142.00;0.249;0.593;0.966;0.489;5.00;0.0936;-2.85;0.00;0.0512;14005100000000000.00;4.00;0.27399999999999997
73.00;141542.00;0.0358;0.7040000000000001;0.777;0.0;2.00;0.151;-5729.00;1.00;0.195;111921.00;4.00;0.392
25.00;195561.00;0.0807;0.79;0.705;481000000000.00;0.00;0.251;-4684.00;0.00;0.0383;121969.00;4.00;0.501
62.00;183750.00;0.00145;0.805;0.9490000000000001;0.795;6.00;0.0655;-2404.00;1.00;0.0471;128005.00;4.00;0.6629999999999999
36.00;214960.00;0.0034100000000000003;0.762;0.503;0.000463;1.00;0.182;-69080000000000000.00;1.00;0.363;68.78;3.00;0.45799999999999996
30.00;207101.00;0.065;0.706;0.743;1.27e-06;11.00;0.418;-2779.00;1.00;0.24600000000000002;139989.00;4.00;0.44
53.00;206440.00;0.0414;0.7879999999999999;0.96;0.8220000000000001;4.00;0.0604;-5923000000000000.00;0.00;0.0472;121999.00;4.00;0.718
48.00;220920.00;0.23399999999999999;0.778;0.636;0.0406;7.00;0.345;-9484.00;1.00;0.172;107991.00;4.00;0.312
2.00;234959.00;0.0202;0.7120000000000001;0.7879999999999999;0.32899999999999996;2.00;0.0978;-5122000000000000.00;1.00;0.36200000000000004;117.13;4.00;0.289
27.00;196074.00;0.0207;0.767;0.9990000000000001;0.887;6.00;0.22;-4781000000000000.00;1.00;0.0826;128007.00;4.00;0.212
59.00;200005.00;0.0212;0.899;0.573;0.00237;5.00;0.196;-78840000000000000.00;1.00;0.0618;12597400000000000.00;4.00;0.604
48.00;236614.00;0.0133;0.9309999999999999;0.436;0.0;1.00;0.26;-8272.00;1.00;0.235;136077.00;4.00;0.29
43.00;183780.00;0.007390000000000001;0.73;0.843;0.0006259999999999999;9.00;0.601;-5.9;0.00;0.159;123023.00;4.00;0.633
44.00;215510.00;0.00176;0.419;0.902;0.0;10.00;0.821;-2602.00;0.00;0.136;147298.00;4.00;0.3
38.00;207454.00;0.0876;0.838;0.8270000000000001;0.0254;1.00;0.04;-5211.00;1.00;0.121;124.03;4.00;0.74
77.00;230813.00;0.498;0.736;0.795;1.21e-06;1.00;0.254;-3299.00;0.00;0.0545;104066.00;4.00;0.511
47.00;155748.00;0.0453;0.636;0.809;0.0;5.00;0.516;-4736000000000000.00;0.00;0.267;96742.00;4.00;0.536
30.00;220560.00;0.528;0.769;0.8540000000000001;0.00047599999999999997;10.00;0.0971;-4439.00;0.00;0.221;92491.00;4.00;0.46799999999999997
35.00;222960.00;0.434;0.48200000000000004;0.721;0.0;10.00;0.0913;-5899.00;0.00;0.308;132108.00;4.00;0.775
39.00;164347.00;0.00735;0.473;0.845;0.000334;2.00;0.0532;-3944.00;1.00;0.0564;9199800000000000.00;4.00;0.0346
5.00;231282.00;0.28600000000000003;0.648;0.6679999999999999;0.0;9.00;0.0787;-4994.00;1.00;0.191;128851.00;4.00;0.205
35.00;281826.00;0.0803;0.759;0.78;0.0;6.00;0.171;-4.0;1.00;0.16399999999999998;157961.00;4.00;0.715
32.00;375013.00;0.0353;0.529;0.684;0.0262;7.00;0.11199999999999999;-6071000000000000.00;1.00;0.0732;129975.00;4.00;0.446
44.00;151746.00;0.00626;0.418;0.43799999999999994;0.883;7.00;0.18100000000000002;-8222000000000000.00;1.00;0.0373;134762.00;4.00;0.408
24.00;202126.00;0.00432;0.7609999999999999;0.47600000000000003;0.34700000000000003;4.00;0.125;-69240000000000000.00;0.00;0.113;75993.00;4.00;0.35600000000000004
1.00;289333.00;0.0704;0.147;0.993;0.0;8.00;0.326;-1.66;1.00;0.319;85104.00;5.00;0.244
17.00;212493.00;0.0308;0.867;0.9359999999999999;0.0491;1.00;0.15;-6705.00;1.00;0.11599999999999999;126072.00;4.00;0.8240000000000001
51.00;195600.00;0.272;0.774;0.794;0.0;1.00;0.187;-3984.00;0.00;0.33;149871.00;4.00;0.853
37.00;235269.00;0.000411;0.65;0.975;0.82;4.00;0.105;-4968.00;0.00;0.0686;10001700000000000.00;4.00;0.309
39.00;241245.00;0.00474;0.7440000000000001;0.831;0.789;0.00;0.128;-4022.00;1.00;0.0507;128025.00;4.00;0.201
3.00;240372.00;0.0183;0.9259999999999999;0.75;0.00187;6.00;0.495;-7675.00;1.00;0.316;106943.00;4.00;0.354
43.00;201204.00;0.297;0.6659999999999999;0.991;2.22e-05;11.00;0.395;-1704.00;0.00;0.311;15497800000000000.00;4.00;0.797
44.00;267257.00;0.0576;0.7390000000000001;0.648;0.0;1.00;0.11699999999999999;-3238.00;0.00;0.138;121027.00;4.00;0.18899999999999997
36.00;259360.00;0.11;0.741;0.9940000000000001;0.0;8.00;0.0368;-25070000000000000.00;1.00;0.14;153.88;4.00;0.593
37.00;222546.00;0.0101;0.8029999999999999;0.5760000000000001;1.9e-05;11.00;0.222;-8021.00;1.00;0.251;10592300000000000.00;4.00;0.44799999999999995
14.00;274285.00;0.0075;0.8;0.58;0.00033;0.00;0.06;-7385.00;1.00;0.0444;139986.00;4.00;0.643
29.00;217093.00;0.392;0.8640000000000001;0.858;1.92e-06;1.00;0.853;-5981.00;0.00;0.13699999999999998;10512100000000000.00;4.00;0.777
58.00;273230.00;0.0324;0.598;0.836;2.44e-06;1.00;0.0751;-2388.00;1.00;0.0457;130009.00;4.00;0.34299999999999997
33.00;217333.00;0.00957;0.723;0.7190000000000001;0.0;11.00;0.721;-3307.00;1.00;0.111;16993600000000000.00;4.00;0.455
35.00;264773.00;0.0495;0.583;0.667;1.15e-06;1.00;0.1;-43070000000000000.00;1.00;0.297;19150100000000000.00;4.00;0.33299999999999996
11.00;241666.00;0.00658;0.909;0.826;0.0;1.00;0.366;-3.17;1.00;0.233;107012.00;4.00;0.371
53.00;219853.00;0.023;0.6579999999999999;0.573;0.0613;3.00;0.0981;-54080000000000000.00;0.00;0.107;133442.00;4.00;0.583
50.00;269146.00;0.0196;0.8190000000000001;0.759;6.53e-06;10.00;0.0613;-4115.00;0.00;0.147;10802600000000000.00;4.00;0.88
37.00;342295.00;0.00778;0.813;0.6970000000000001;0.6990000000000001;4.00;0.0995;-4995.00;1.00;0.040999999999999995;122005.00;4.00;0.6729999999999999
47.00;198480.00;0.00345;0.66;0.882;0.8690000000000001;1.00;0.0319;-4324.00;1.00;0.0401;139.99;4.00;0.345
53.00;231688.00;0.006690000000000001;0.648;0.892;6.64e-05;1.00;0.882;-4463.00;1.00;0.184;94084.00;4.00;0.8640000000000001
18.00;220381.00;0.122;0.55;0.875;0.0;8.00;0.327;-3457.00;0.00;0.375;12534900000000000.00;5.00;0.608
37.00;201280.00;0.02;0.6890000000000001;0.828;2.24e-05;4.00;0.248;-3872.00;0.00;0.0556;121051.00;4.00;0.239
26.00;187885.00;0.384;0.612;0.5589999999999999;0.0;1.00;0.38;-4409.00;0.00;0.098;175071.00;4.00;0.529
30.00;191048.00;0.0336;0.485;0.8640000000000001;0.0;2.00;0.6709999999999999;-2294.00;1.00;0.0431;171109.00;4.00;0.396
22.00;183609.00;0.00807;0.722;0.84;0.0;10.00;0.0954;-4997.00;0.00;0.0998;126.97;4.00;0.332
23.00;155893.00;0.00519;0.633;0.995;0.503;8.00;0.23199999999999998;-49240000000000000.00;1.00;0.0992;128.04;4.00;0.387
61.00;148292.00;0.000772;0.679;0.8390000000000001;0.00173;0.00;0.0772;-5579.00;1.00;0.0303;123041.00;4.00;0.5660000000000001
16.00;159999.00;0.00945;0.579;0.8959999999999999;0.836;5.00;0.121;-4132.00;0.00;0.373;12567200000000000.00;4.00;0.10300000000000001
38.00;209986.00;0.00122;0.675;0.8540000000000001;0.0038200000000000005;7.00;0.184;-4498.00;1.00;0.122;132975.00;4.00;0.9620000000000001
51.00;198880.00;0.0517;0.691;0.77;0.046;5.00;0.335;-7045.00;1.00;0.113;121.95;4.00;0.504
65.00;270000.00;0.00445;0.743;0.9620000000000001;0.613;11.00;0.35200000000000004;-3205.00;0.00;0.0629;127.99;4.00;0.643
55.00;211656.00;0.011000000000000001;0.774;0.992;0.0;4.00;0.282;-15760000000000000.00;0.00;0.0526;12399700000000000.00;4.00;0.601
34.00;209226.00;0.00145;0.561;0.852;5.92e-06;8.00;0.27399999999999997;-6871.00;1.00;0.251;129971.00;4.00;0.402
41.00;216253.00;0.00293;0.7020000000000001;0.946;0.235;4.00;0.22399999999999998;-59480000000000000.00;1.00;0.085;15999200000000000.00;4.00;0.28600000000000003
20.00;150799.00;0.0019;0.636;0.9490000000000001;0.75;11.00;0.608;-47860000000000000.00;1.00;0.0739;100.03;4.00;0.257
11.00;205413.00;0.000384;0.565;0.831;1.21e-05;9.00;0.245;-3102.00;0.00;0.113;135111.00;4.00;0.498
45.00;168746.00;0.0175;0.883;0.972;0.321;4.00;0.221;-0.828;1.00;0.136;128134.00;4.00;0.746
5.00;191560.00;0.276;0.51;0.924;0.0;0.00;0.385;-1.14;1.00;0.145;17683600000000000.00;4.00;0.20600000000000002
60.00;205464.00;0.0166;0.865;0.762;0.795;0.00;0.0233;-7444.00;1.00;0.0762;118005.00;4.00;0.8959999999999999
30.00;207626.00;0.0227;0.7190000000000001;0.7490000000000001;0.00018999999999999998;11.00;0.14300000000000002;-5521.00;0.00;0.0357;125.99;4.00;0.696
43.00;223479.00;0.15;0.737;0.7809999999999999;0.00316;5.00;0.121;-7.52;0.00;0.0509;12195200000000000.00;4.00;0.57
58.00;184141.00;0.355;0.847;0.703;395000000000.00;6.00;0.0938;-4434.00;1.00;0.0746;112045.00;4.00;0.777
53.00;204878.00;0.00571;0.816;0.653;0.0709;6.00;0.0855;-5.87;0.00;0.039;123022.00;4.00;0.631
52.00;207200.00;0.00011200000000000001;0.377;0.971;0.00146;6.00;0.371;-33160000000000000.00;1.00;0.134;140025.00;4.00;0.326
53.00;177706.00;0.00121;0.428;0.951;3.18e-05;9.00;0.152;-34410000000000000.00;1.00;0.098;143961.00;4.00;0.37
27.00;203853.00;0.163;0.8;0.7959999999999999;4.53e-06;11.00;0.069;-4.79;0.00;0.0392;12605800000000000.00;4.00;0.9620000000000001
56.00;174720.00;0.16699999999999998;0.7;0.96;0.00601;7.00;0.305;-4885.00;1.00;0.0974;124899.00;4.00;0.439
51.00;244586.00;0.0068200000000000005;0.718;0.7070000000000001;0.00509;0.00;0.0757;-2.19;1.00;0.0387;10998100000000000.00;4.00;0.924
32.00;219596.00;0.0033200000000000005;0.575;0.883;6.77e-05;2.00;0.139;-6108.00;0.00;0.0301;114988.00;4.00;0.43799999999999994
45.00;236117.00;0.0111;0.5760000000000001;0.961;0.00839;9.00;0.35;-6094000000000000.00;0.00;0.0394;126.99;4.00;0.9590000000000001
61.00;211386.00;0.00515;0.602;0.856;2.97e-06;7.00;0.098;-5558.00;1.00;0.0458;80021.00;4.00;0.895
32.00;153600.00;0.253;0.688;0.8029999999999999;2.14e-05;9.00;0.0846;-5.89;0.00;0.122;7497800000000000.00;4.00;0.92
59.00;175773.00;0.0255;0.596;0.871;0.0101;2.00;0.249;-4912.00;0.00;0.0375;80939.00;4.00;0.961
41.00;150520.00;0.139;0.77;0.8440000000000001;0.0473;2.00;0.0773;-6053.00;0.00;0.0412;145971.00;4.00;0.9129999999999999
49.00;184519.00;0.0154;0.8540000000000001;0.9470000000000001;0.0;9.00;0.24100000000000002;-4441.00;1.00;0.0632;121985.00;4.00;0.7929999999999999
49.00;178346.00;0.0283;0.747;0.7509999999999999;3.71e-05;6.00;0.498;-5053.00;1.00;0.0342;113001.00;4.00;0.772
